id,ad_creative_body,ad_delivery_start_time,ad_delivery_stop_time,page_name,punlisher_platforms,delivery_by_region,demographic_distribution,impressions_lower_bound,impressions_upper_bound,spend_lower_bound,spend_upper_bound,diferencia,translated_column,polaridad,sentimiento
1424660000000000.0, Reduce tus recursos con la automatizacion. Ahora es posible conseguir los mejores resultados sin complicaciones. Un paso adelante para la mejora del trabajo ,10/05/2021,13/05/2021, Automatización e IngenieríaVZ ," facebook"",""instagram ","[{""percentage"":""1"",""region"":""Tlaxcala""}]","[{""percentage"":""0.000957"",""age"":""35-44"",""gender"":""unknown""},{""percentage"":""0.010474"",""age"":""55-64"",""gender"":""female""},{""percentage"":""0.000451"",""age"":""45-54"",""gender"":""unknown""},{""percentage"":""0.014585"",""age"":""55-64"",""gender"":""male""},{""percentage"":""0.123494"",""age"":""35-44"",""gender"":""male""},{""percentage"":""0.104516"",""age"":""18-24"",""gender"":""female""},{""percentage"":""0.117919"",""age"":""45-54"",""gender"":""female""},{""percentage"":""0.163926"",""age"":""25-34"",""gender"":""male""},{""percentage"":""0.109584"",""age"":""18-24"",""gender"":""male""},{""percentage"":""0.088298"",""age"":""35-44"",""gender"":""female""},{""percentage"":""0.112287"",""age"":""25-34"",""gender"":""female""},{""percentage"":""0.151368"",""age"":""45-54"",""gender"":""male""},{""percentage"":""0.001295"",""age"":""18-24"",""gender"":""unknown""},{""percentage"":""0.000845"",""age"":""25-34"",""gender"":""unknown""}]",30000,34999,1000,1499,3,<pad> Reduce your resources with automation. Now it is possible to get the best results without complications. A step forward for improving work</s>,0.5,positivo
3374360000000000.0, Adopta la tecnologia para disminuir los recursos humanos. Procesos automatizados para optimizar tus tareas. Potencia la productividad de tus empleados y simplifica los parametros de operaciones. ,30/05/2021,02/06/2021, Autocontrol SA de CV , facebook ,"[{""percentage"":""7.9E-5"",""region"":""Unknown""},{""percentage"":""0.018923"",""region"":""Morelos""},{""percentage"":""0.013387"",""region"":""Yucatán""},{""percentage"":""0.078694"",""region"":""Veracruz""},{""percentage"":""0.014958"",""region"":""Tlaxcala""},{""percentage"":""0.030288"",""region"":""Tamaulipas""},{""percentage"":""0.023693"",""region"":""Tabasco""},{""percentage"":""0.016881"",""region"":""Sonora""},{""percentage"":""0.014192"",""region"":""Sinaloa""},{""percentage"":""0.027363"",""region"":""San Luis Potosi""},{""percentage"":""0.011444"",""region"":""Quintana Roo""},{""percentage"":""0.017019"",""region"":""Querétaro Arteaga""},{""percentage"":""0.056435"",""region"":""Puebla""},{""percentage"":""0.043832"",""region"":""Oaxaca""},{""percentage"":""0.022711"",""region"":""Nuevo León""},{""percentage"":""0.008755"",""region"":""Nayarit""},{""percentage"":""0.038866"",""region"":""Michoacán de Ocampo""},{""percentage"":""0.010227"",""region"":""Aguascalientes""},{""percentage"":""0.137131"",""region"":""State of Mexico""},{""percentage"":""0.040947"",""region"":""Jalisco""},{""percentage"":""0.04079"",""region"":""Hidalgo""},{""percentage"":""0.037276"",""region"":""Guerrero""},{""percentage"":""0.059948"",""region"":""Guanajuato""},{""percentage"":""0.015174"",""region"":""Durango""},{""percentage"":""0.075554"",""region"":""Distrito Federal""},{""percentage"":""0.006026"",""region"":""Colima""},{""percentage"":""0.026402"",""region"":""Coahuila de Zaragoza""},{""percentage"":""0.02595"",""region"":""Chihuahua""},{""percentage"":""0.039651"",""region"":""Chiapas""},{""percentage"":""0.006576"",""region"":""Campeche""},{""percentage"":""0.006007"",""region"":""Baja California Sur""},{""percentage"":""0.021592"",""region"":""Baja California""},{""percentage"":""0.01323"",""region"":""Zacatecas""}]","[{""percentage"":""0.001111"",""age"":""35-44"",""gender"":""unknown""},{""percentage"":""0.00119"",""age"":""18-24"",""gender"":""unknown""},{""percentage"":""0.008987"",""age"":""45-54"",""gender"":""male""},{""percentage"":""0.156496"",""age"":""25-34"",""gender"":""male""},{""percentage"":""0.197703"",""age"":""35-44"",""gender"":""female""},{""percentage"":""0.157368"",""age"":""18-24"",""gender"":""female""},{""percentage"":""0.109674"",""age"":""18-24"",""gender"":""male""},{""percentage"":""0.096818"",""age"":""35-44"",""gender"":""male""},{""percentage"":""0.246667"",""age"":""25-34"",""gender"":""female""},{""percentage"":""0.021863"",""age"":""45-54"",""gender"":""female""},{""percentage"":""0.002024"",""age"":""25-34"",""gender"":""unknown""},{""percentage"":""9.9E-5"",""age"":""45-54"",""gender"":""unknown""}]",50000,59999,4000,4499,3,<pad> It adopts technology to reduce human resources. Automated processes to optimize your tasks. It boosts the productivity of your employees and simplifies the parameters of operations.</s>,0.0,neutro
575067000000000.0," Maximiza tus ganancias con la cuidadosa inversion en tus procesos de limpieza industrial. Beneficios a largo plazo, con la reduccion de danos e impurezas evitando la contaminacion y mejorando resultados de calidad para tus clientes ",07/01/2021,10/01/2021, InventioTech de México ," facebook"",""messenger ","[{""percentage"":""1"",""region"":""Jalisco""}]","[{""percentage"":""0.000575"",""age"":""45-54"",""gender"":""unknown""},{""percentage"":""0.042529"",""age"":""18-24"",""gender"":""male""},{""percentage"":""0.053448"",""age"":""45-54"",""gender"":""male""},{""percentage"":""0.035345"",""age"":""55-64"",""gender"":""male""},{""percentage"":""0.086207"",""age"":""35-44"",""gender"":""male""},{""percentage"":""0.043391"",""age"":""65+"",""gender"":""female""},{""percentage"":""0.026437"",""age"":""65+"",""gender"":""male""},{""percentage"":""0.12069"",""age"":""45-54"",""gender"":""female""},{""percentage"":""0.177299"",""age"":""25-34"",""gender"":""female""},{""percentage"":""0.000575"",""age"":""35-44"",""gender"":""unknown""},{""percentage"":""0.054598"",""age"":""18-24"",""gender"":""female""},{""percentage"":""0.087069"",""age"":""25-34"",""gender"":""male""},{""percentage"":""0.070402"",""age"":""55-64"",""gender"":""female""},{""percentage"":""0.199138"",""age"":""35-44"",""gender"":""female""},{""percentage"":""0.000287"",""age"":""55-64"",""gender"":""unknown""},{""percentage"":""0.000862"",""age"":""65+"",""gender"":""unknown""},{""percentage"":""0.001149"",""age"":""25-34"",""gender"":""unknown""}]",4000,4999,100,199,3,"<pad> Maximize your profits with careful investment in your industrial cleaning processes. Long-term benefits, with the reduction of damage and impurities avoiding contamination and improving quality results for your customers</s>",-0.1,neutro
713890000000000.0," Robotica para optimizar tus procesos. Nuevas soluciones en automatizacion, que aumentan el rendimiento y disminuyen los costos. Reduccion de cargas operacionales con robots. ",15/12/2022,18/12/2022, Automatización e IngenieríaVZ , instagram ,"[{""percentage"":""0.94342"",""region"":""Distrito Federal""},{""percentage"":""0.05658"",""region"":""State of Mexico""}]","[{""percentage"":""0.004722"",""age"":""65+"",""gender"":""female""},{""percentage"":""0.031324"",""age"":""35-44"",""gender"":""male""},{""percentage"":""6.6E-5"",""age"":""55-64"",""gender"":""unknown""},{""percentage"":""0.000135"",""age"":""65+"",""gender"":""unknown""},{""percentage"":""0.000227"",""age"":""45-54"",""gender"":""unknown""},{""percentage"":""0.000559"",""age"":""35-44"",""gender"":""unknown""},{""percentage"":""0.348263"",""age"":""18-24"",""gender"":""female""},{""percentage"":""0.010881"",""age"":""45-54"",""gender"":""male""},{""percentage"":""0.243293"",""age"":""18-24"",""gender"":""male""},{""percentage"":""0.141687"",""age"":""25-34"",""gender"":""male""},{""percentage"":""0.001488"",""age"":""25-34"",""gender"":""unknown""},{""percentage"":""0.012515"",""age"":""45-54"",""gender"":""female""},{""percentage"":""0.152708"",""age"":""25-34"",""gender"":""female""},{""percentage"":""0.034198"",""age"":""35-44"",""gender"":""female""},{""percentage"":""0.003886"",""age"":""55-64"",""gender"":""male""},{""percentage"":""0.004545"",""age"":""65+"",""gender"":""male""},{""percentage"":""0.005018"",""age"":""55-64"",""gender"":""female""},{""percentage"":""0.004484"",""age"":""18-24"",""gender"":""unknown""},{""percentage"":""1.0E-6"",""age"":""13-17"",""gender"":""male""}]",700000,799999,10000,14999,3,"<pad> Robotics to optimize your processes. New solutions in automation, which increase performance and lower costs. Reduction of operational loads with robots.</s>",0.136363636,positivo
6248290000000000.0, Instalacion de camaras para la vigilancia de tu empresa. Camaras de seguridad y vigilancia para que tus empleados trabajen con la tranquilidad necesaria y tu negocio este siempre seguro. ,05/03/2021,08/03/2021,Smart Machines Robotics ," facebook"",""instagram"",""messenger ","[{""percentage"":""1"",""region"":""Guanajuato""}]","[{""percentage"":""0.000324"",""age"":""45-54"",""gender"":""unknown""},{""percentage"":""0.014573"",""age"":""18-24"",""gender"":""female""},{""percentage"":""0.106541"",""age"":""45-54"",""gender"":""female""},{""percentage"":""0.013925"",""age"":""65+"",""gender"":""male""},{""percentage"":""0.04307"",""age"":""55-64"",""gender"":""female""},{""percentage"":""0.19171"",""age"":""35-44"",""gender"":""female""},{""percentage"":""0.112047"",""age"":""35-44"",""gender"":""male""},{""percentage"":""0.151878"",""age"":""25-34"",""gender"":""male""},{""percentage"":""0.234456"",""age"":""25-34"",""gender"":""female""},{""percentage"":""0.025583"",""age"":""55-64"",""gender"":""male""},{""percentage"":""0.076101"",""age"":""45-54"",""gender"":""male""},{""percentage"":""0.011982"",""age"":""18-24"",""gender"":""male""},{""percentage"":""0.014896"",""age"":""65+"",""gender"":""female""},{""percentage"":""0.001943"",""age"":""25-34"",""gender"":""unknown""},{""percentage"":""0.000972"",""age"":""35-44"",""gender"":""unknown""}]",6000,6999,100,199,3,<pad> Installation of cameras for the surveillance of your company. Security cameras and surveillance so that your employees work with the necessary tranquility and your business is always safe.</s>,0.0,neutro
3374140000000000.0, Optimiza procesos empresariales con la tecnologia de automatizacion. Accede a los ultimos avances en tecnologia para mejorar la productividad de tu negocio ,10/05/2021,12/05/2021, Servicios Industriales de Robótica de México ," facebook"",""instagram ","[{""percentage"":""1"",""region"":""Morelos""}]","[{""percentage"":""0.339373"",""age"":""25-34"",""gender"":""female""},{""percentage"":""0.313189"",""age"":""18-24"",""gender"":""female""},{""percentage"":""0.183411"",""age"":""35-44"",""gender"":""female""},{""percentage"":""0.021791"",""age"":""65+"",""gender"":""female""},{""percentage"":""0.045989"",""age"":""55-64"",""gender"":""female""},{""percentage"":""0.096247"",""age"":""45-54"",""gender"":""female""}]",40000,44999,500,599,2,<pad> Optimize business processes with automation technology. Access the latest advances in technology to improve the productivity of your business</s>,0.5,positivo
200200000000000.0, Ahorra tiempo en la limpieza con los productos industriales. Manten la higiene al mejor nivel con los dispositivos automatizados. ,29/12/2022,31/12/2022,Instalaciones Grupo Segurar ," facebook"",""instagram"",""audience_network"",""messenger ","[{""percentage"":""0.007913"",""region"":""Aguascalientes""},{""percentage"":""0.011976"",""region"":""Nayarit""},{""percentage"":""0.020681"",""region"":""Yucatán""},{""percentage"":""0.087154"",""region"":""Veracruz""},{""percentage"":""0.011659"",""region"":""Tlaxcala""},{""percentage"":""0.04173"",""region"":""Tamaulipas""},{""percentage"":""0.031285"",""region"":""Tabasco""},{""percentage"":""0.038723"",""region"":""Sonora""},{""percentage"":""0.031496"",""region"":""Sinaloa""},{""percentage"":""0.022158"",""region"":""San Luis Potosi""},{""percentage"":""0.014139"",""region"":""Quintana Roo""},{""percentage"":""0.014086"",""region"":""Querétaro Arteaga""},{""percentage"":""0.062622"",""region"":""Puebla""},{""percentage"":""0.059931"",""region"":""Oaxaca""},{""percentage"":""0.025745"",""region"":""Nuevo León""},{""percentage"":""0.012873"",""region"":""Morelos""},{""percentage"":""0.03904"",""region"":""Baja California""},{""percentage"":""0.03598"",""region"":""Michoacán de Ocampo""},{""percentage"":""0.075231"",""region"":""State of Mexico""},{""percentage"":""0.044474"",""region"":""Jalisco""},{""percentage"":""0.029966"",""region"":""Hidalgo""},{""percentage"":""0.040253"",""region"":""Guerrero""},{""percentage"":""0.03387"",""region"":""Guanajuato""},{""percentage"":""0.015088"",""region"":""Durango""},{""percentage"":""0.051649"",""region"":""Distrito Federal""},{""percentage"":""0.006806"",""region"":""Colima""},{""percentage"":""0.025059"",""region"":""Coahuila de Zaragoza""},{""percentage"":""0.032551"",""region"":""Chihuahua""},{""percentage"":""0.041045"",""region"":""Chiapas""},{""percentage"":""0.010499"",""region"":""Campeche""},{""percentage"":""0.010076"",""region"":""Baja California Sur""},{""percentage"":""0.014244"",""region"":""Zacatecas""}]","[{""percentage"":""0.000211"",""age"":""35-44"",""gender"":""unknown""},{""percentage"":""0.197479"",""age"":""55-64"",""gender"":""male""},{""percentage"":""0.00058"",""age"":""55-64"",""gender"":""unknown""},{""percentage"":""0.068305"",""age"":""18-24"",""gender"":""female""},{""percentage"":""0.088243"",""age"":""45-54"",""gender"":""male""},{""percentage"":""0.065774"",""age"":""18-24"",""gender"":""male""},{""percentage"":""0.020834"",""age"":""45-54"",""gender"":""female""},{""percentage"":""0.01767"",""age"":""35-44"",""gender"":""female""},{""percentage"":""0.047998"",""age"":""25-34"",""gender"":""male""},{""percentage"":""0.000316"",""age"":""25-34"",""gender"":""unknown""},{""percentage"":""0.032702"",""age"":""25-34"",""gender"":""female""},{""percentage"":""0.043726"",""age"":""35-44"",""gender"":""male""},{""percentage"":""0.28704"",""age"":""65+"",""gender"":""male""},{""percentage"":""0.084445"",""age"":""65+"",""gender"":""female""},{""percentage"":""0.001266"",""age"":""18-24"",""gender"":""unknown""},{""percentage"":""0.042671"",""age"":""55-64"",""gender"":""female""},{""percentage"":""0.00058"",""age"":""65+"",""gender"":""unknown""},{""percentage"":""0.000158"",""age"":""45-54"",""gender"":""unknown""}]",20000,24999,400,499,2,<pad> Save time in cleaning with industrial products. Keep hygiene at the best level with automated devices.</s>,1.0,positivo
214040000000000.0," Instalacion de vigilancia. Contaras con equipos profesionales para vigilar todos tus bienes. Reduzca el riesgo de su empresa, detecte problemas a tiempo y mantenga su empresa segura y protegida ",03/04/2021,05/04/2021, Operadores de Seguimiento Estratégico de México ," facebook"",""instagram ","[{""percentage"":""0.07882"",""region"":""Puebla""},{""percentage"":""0.92118"",""region"":""Veracruz""}]","[{""percentage"":""0.00028"",""age"":""65+"",""gender"":""unknown""},{""percentage"":""0.015275"",""age"":""65+"",""gender"":""male""},{""percentage"":""0.000981"",""age"":""18-24"",""gender"":""unknown""},{""percentage"":""0.12514"",""age"":""18-24"",""gender"":""male""},{""percentage"":""0.226878"",""age"":""18-24"",""gender"":""female""},{""percentage"":""0.075252"",""age"":""35-44"",""gender"":""male""},{""percentage"":""0.102298"",""age"":""35-44"",""gender"":""female""},{""percentage"":""0.15611"",""age"":""25-34"",""gender"":""female""},{""percentage"":""0.128503"",""age"":""25-34"",""gender"":""male""},{""percentage"":""0.00014"",""age"":""35-44"",""gender"":""unknown""},{""percentage"":""0.067685"",""age"":""45-54"",""gender"":""female""},{""percentage"":""0.018778"",""age"":""55-64"",""gender"":""male""},{""percentage"":""0.04148"",""age"":""45-54"",""gender"":""male""},{""percentage"":""0.022702"",""age"":""55-64"",""gender"":""female""},{""percentage"":""0.017517"",""age"":""65+"",""gender"":""female""},{""percentage"":""0.00042"",""age"":""25-34"",""gender"":""unknown""},{""percentage"":""0.00042"",""age"":""45-54"",""gender"":""unknown""},{""percentage"":""0.00014"",""age"":""Unknown"",""gender"":""unknown""}]",8000,8999,200,299,2,"<pad> Surveillance Installation. You will have professional equipment to monitor all your assets. Reduce the risk of your company, detect problems in time and keep your company safe and secure</s>",0.3,positivo
748084000000000.0, Instala la domotica y mejora el flujo de tu hogar. reduce el tiempo en tareas domesticas y optimiza los procesos con la ultima tecnologia ,29/12/2022,31/12/2022, Limpieza Industrial de México," facebook"",""instagram"",""audience_network"",""messenger ","[{""percentage"":""0.008466"",""region"":""Aguascalientes""},{""percentage"":""0.011485"",""region"":""Nayarit""},{""percentage"":""0.019321"",""region"":""Yucatán""},{""percentage"":""0.085383"",""region"":""Veracruz""},{""percentage"":""0.013441"",""region"":""Tlaxcala""},{""percentage"":""0.048815"",""region"":""Tamaulipas""},{""percentage"":""0.034061"",""region"":""Tabasco""},{""percentage"":""0.039049"",""region"":""Sonora""},{""percentage"":""0.029599"",""region"":""Sinaloa""},{""percentage"":""0.025989"",""region"":""San Luis Potosi""},{""percentage"":""0.012154"",""region"":""Quintana Roo""},{""percentage"":""0.014438"",""region"":""Querétaro Arteaga""},{""percentage"":""0.055903"",""region"":""Puebla""},{""percentage"":""0.052267"",""region"":""Oaxaca""},{""percentage"":""0.030307"",""region"":""Nuevo León""},{""percentage"":""0.014373"",""region"":""Morelos""},{""percentage"":""0.026501"",""region"":""Baja California""},{""percentage"":""0.031882"",""region"":""Michoacán de Ocampo""},{""percentage"":""0.075919"",""region"":""State of Mexico""},{""percentage"":""0.043879"",""region"":""Jalisco""},{""percentage"":""0.031279"",""region"":""Hidalgo""},{""percentage"":""0.034075"",""region"":""Guerrero""},{""percentage"":""0.043643"",""region"":""Guanajuato""},{""percentage"":""0.016565"",""region"":""Durango""},{""percentage"":""0.04993"",""region"":""Distrito Federal""},{""percentage"":""0.007731"",""region"":""Colima""},{""percentage"":""0.028352"",""region"":""Coahuila de Zaragoza""},{""percentage"":""0.035768"",""region"":""Chihuahua""},{""percentage"":""0.043381"",""region"":""Chiapas""},{""percentage"":""0.011157"",""region"":""Campeche""},{""percentage"":""0.008716"",""region"":""Baja California Sur""},{""percentage"":""0.016171"",""region"":""Zacatecas""}]","[{""percentage"":""0.086572"",""age"":""18-24"",""gender"":""male""},{""percentage"":""0.154377"",""age"":""65+"",""gender"":""female""},{""percentage"":""0.000355"",""age"":""25-34"",""gender"":""unknown""},{""percentage"":""0.000342"",""age"":""35-44"",""gender"":""unknown""},{""percentage"":""0.000224"",""age"":""45-54"",""gender"":""unknown""},{""percentage"":""0.000382"",""age"":""55-64"",""gender"":""unknown""},{""percentage"":""0.001211"",""age"":""18-24"",""gender"":""unknown""},{""percentage"":""0.029059"",""age"":""35-44"",""gender"":""male""},{""percentage"":""0.12537"",""age"":""55-64"",""gender"":""male""},{""percentage"":""0.069595"",""age"":""55-64"",""gender"":""female""},{""percentage"":""0.048182"",""age"":""45-54"",""gender"":""male""},{""percentage"":""0.02923"",""age"":""35-44"",""gender"":""female""},{""percentage"":""0.202308"",""age"":""65+"",""gender"":""male""},{""percentage"":""0.051946"",""age"":""25-34"",""gender"":""male""},{""percentage"":""0.113381"",""age"":""18-24"",""gender"":""female""},{""percentage"":""0.058197"",""age"":""25-34"",""gender"":""female""},{""percentage"":""0.028835"",""age"":""45-54"",""gender"":""female""},{""percentage"":""0.000434"",""age"":""65+"",""gender"":""unknown""}]",80000,89999,1000,1499,2,<pad> Install home automation and improve the flow of your home. reduce time in domestic tasks and optimize processes with the latest technology</s>,0.25,positivo
901380000000000.0, Robotizar tus procesos te dara un mayor control y podras identificar las debilidades de tus tareas. Alcanzaras niveles de productividad superior y tendras menores tiempos de produccion ,22/10/2021,24/10/2021, Dómotica del Norte de México ," facebook"",""instagram ","[{""percentage"":""1"",""region"":""Tabasco""}]","[{""percentage"":""3.3E-5"",""age"":""65+"",""gender"":""unknown""},{""percentage"":""0.178144"",""age"":""25-34"",""gender"":""male""},{""percentage"":""0.000677"",""age"":""25-34"",""gender"":""unknown""},{""percentage"":""0.000512"",""age"":""35-44"",""gender"":""unknown""},{""percentage"":""0.000381"",""age"":""18-24"",""gender"":""unknown""},{""percentage"":""0.169815"",""age"":""25-34"",""gender"":""female""},{""percentage"":""0.139612"",""age"":""18-24"",""gender"":""female""},{""percentage"":""0.100462"",""age"":""35-44"",""gender"":""male""},{""percentage"":""0.099129"",""age"":""35-44"",""gender"":""female""},{""percentage"":""0.000197"",""age"":""45-54"",""gender"":""unknown""},{""percentage"":""0.051177"",""age"":""45-54"",""gender"":""male""},{""percentage"":""0.142319"",""age"":""18-24"",""gender"":""male""},{""percentage"":""0.048412"",""age"":""45-54"",""gender"":""female""},{""percentage"":""0.023562"",""age"":""55-64"",""gender"":""female""},{""percentage"":""0.025158"",""age"":""55-64"",""gender"":""male""},{""percentage"":""0.009807"",""age"":""65+"",""gender"":""female""},{""percentage"":""0.010576"",""age"":""65+"",""gender"":""male""},{""percentage"":""2.6E-5"",""age"":""55-64"",""gender"":""unknown""}]",150000,174999,2000,2499,2,<pad> Stealing your processes will give you greater control and you can identify the weaknesses of your tasks. You will achieve higher productivity levels and you will have shorter production times</s>,0.375,positivo
110483000000000.0," ¿No sabes como aprovechar al maximo la automatizacion? Nosotros te ayudamos. Con nosotros, descubriras como optimizar tus procesos. Ahorraras tiempo y produciras productos de mejor calidad ",15/01/2021,17/01/2021, INSTAVI SA de CV , facebook ,"[{""percentage"":""1"",""region"":""Nuevo León""}]","[{""percentage"":""0.000519"",""age"":""65+"",""gender"":""unknown""},{""percentage"":""0.036484"",""age"":""65+"",""gender"":""male""},{""percentage"":""0.087164"",""age"":""55-64"",""gender"":""female""},{""percentage"":""0.014882"",""age"":""18-24"",""gender"":""female""},{""percentage"":""0.080075"",""age"":""55-64"",""gender"":""male""},{""percentage"":""0.001103"",""age"":""45-54"",""gender"":""unknown""},{""percentage"":""0.128549"",""age"":""45-54"",""gender"":""male""},{""percentage"":""0.158981"",""age"":""35-44"",""gender"":""male""},{""percentage"":""0.044784"",""age"":""65+"",""gender"":""female""},{""percentage"":""0.001997"",""age"":""35-44"",""gender"":""unknown""},{""percentage"":""0.136211"",""age"":""25-34"",""gender"":""male""},{""percentage"":""0.103656"",""age"":""45-54"",""gender"":""female""},{""percentage"":""0.106918"",""age"":""35-44"",""gender"":""female""},{""percentage"":""0.059803"",""age"":""25-34"",""gender"":""female""},{""percentage"":""0.000578"",""age"":""55-64"",""gender"":""unknown""},{""percentage"":""0.000745"",""age"":""25-34"",""gender"":""unknown""},{""percentage"":""0.000131"",""age"":""18-24"",""gender"":""unknown""},{""percentage"":""0.03742"",""age"":""18-24"",""gender"":""male""}]",200000,249999,5000,5999,2,"<pad> Don’t you know how to make the most of automation? We help you. With us, you’ll discover how to optimize your processes. You’ll save time and produce better quality products</s>",0.5,positivo
993438000000000.0, Actualiza tu hogar con domotica. Disfruta de estar siempre conectado. Experimenta el lujo y la comodidad que ofrecemos. El mejor lugar para vivir ,15/04/2021,17/04/2021, Automatización Industrial de México ," facebook"",""instagram ","[{""percentage"":""0.258291"",""region"":""Distrito Federal""},{""percentage"":""0.101834"",""region"":""Guanajuato""},{""percentage"":""0.639485"",""region"":""State of Mexico""},{""percentage"":""0.00039"",""region"":""Morelos""}]","[{""percentage"":""0.016529"",""age"":""45-54"",""gender"":""male""},{""percentage"":""0.321527"",""age"":""18-24"",""gender"":""female""},{""percentage"":""0.000394"",""age"":""45-54"",""gender"":""unknown""},{""percentage"":""0.000394"",""age"":""55-64"",""gender"":""unknown""},{""percentage"":""0.002755"",""age"":""65+"",""gender"":""unknown""},{""percentage"":""0.000394"",""age"":""35-44"",""gender"":""unknown""},{""percentage"":""0.057458"",""age"":""65+"",""gender"":""male""},{""percentage"":""0.045258"",""age"":""55-64"",""gender"":""male""},{""percentage"":""0.086187"",""age"":""25-34"",""gender"":""female""},{""percentage"":""0.027942"",""age"":""45-54"",""gender"":""female""},{""percentage"":""0.155844"",""age"":""18-24"",""gender"":""male""},{""percentage"":""0.001574"",""age"":""18-24"",""gender"":""unknown""},{""percentage"":""0.065329"",""age"":""25-34"",""gender"":""male""},{""percentage"":""0.009052"",""age"":""35-44"",""gender"":""male""},{""percentage"":""0.106257"",""age"":""65+"",""gender"":""female""},{""percentage"":""0.086187"",""age"":""55-64"",""gender"":""female""},{""percentage"":""0.016529"",""age"":""35-44"",""gender"":""female""},{""percentage"":""0.000394"",""age"":""25-34"",""gender"":""unknown""}]",2000,2999,0,99,2,<pad> Upgrade your home with domotics. Enjoy being always connected. Experience the luxury and comfort we offer. The best place to live</s>,0.7,positivo
716365000000000.0, Gana tiempo con los equipos de seguimiento operacional. Accede a los mejores controles del equipo para aumentar la eficiencia de tu negocio ,01/02/2022,03/02/2022,Automatiz Mexico , facebook ,"[{""percentage"":""1"",""region"":""Chiapas""}]","[{""percentage"":""0.001471"",""age"":""25-34"",""gender"":""unknown""},{""percentage"":""0.000854"",""age"":""35-44"",""gender"":""unknown""},{""percentage"":""0.005742"",""age"":""55-64"",""gender"":""male""},{""percentage"":""0.004223"",""age"":""55-64"",""gender"":""female""},{""percentage"":""0.022731"",""age"":""45-54"",""gender"":""female""},{""percentage"":""0.030466"",""age"":""45-54"",""gender"":""male""},{""percentage"":""0.140084"",""age"":""18-24"",""gender"":""male""},{""percentage"":""0.114127"",""age"":""18-24"",""gender"":""female""},{""percentage"":""0.114697"",""age"":""35-44"",""gender"":""male""},{""percentage"":""0.079438"",""age"":""35-44"",""gender"":""female""},{""percentage"":""0.197789"",""age"":""25-34"",""gender"":""female""},{""percentage"":""0.287335"",""age"":""25-34"",""gender"":""male""},{""percentage"":""0.00019"",""age"":""45-54"",""gender"":""unknown""},{""percentage"":""0.000807"",""age"":""18-24"",""gender"":""unknown""},{""percentage"":""4.7E-5"",""age"":""55-64"",""gender"":""unknown""}]",25000,29999,500,599,2,<pad> Make time with the operational tracking teams. Access the best team controls to increase the efficiency of your business</s>,1.0,positivo
